"사망원인별(104항목)","시도별","연령","성별","시점","사망자수[명]","사망률[십만명당]",
"비뇨생식계통의 질환 (N00-N98)","강원도","25 - 29세","남자","2022 년","0","",
"비뇨생식계통의 질환 (N00-N98)","강원도","25 - 29세","남자","2023 년","0","",
"비뇨생식계통의 질환 (N00-N98)","강원도","25 - 29세","남자","2024 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","1996 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","1998 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","1999 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2000 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2001 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2003 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2004 년","1","1.6",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2005 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2006 년","1","1.7",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2007 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2008 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2009 년","1","1.9",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2010 년","1","2",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2011 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2012 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2013 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2014 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2015 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2016 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2017 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2018 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2019 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2020 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2021 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2022 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2023 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","20 - 24세","남자","2024 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","1996 년","1","1.4",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","1998 년","1","1.4",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","1999 년","1","1.4",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2000 년","1","1.5",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2001 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2003 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2004 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2005 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2006 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2007 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2008 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2009 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2010 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2011 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2012 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2013 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2014 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2015 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2016 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2017 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2018 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2019 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2020 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2021 년","1","1.7",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2022 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2023 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청북도","25 - 29세","남자","2024 년","1","1.8",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","1996 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","1998 년","1","1.1",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","1999 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2000 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2001 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2003 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2004 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2005 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2006 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2007 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2008 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2009 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2010 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2011 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2012 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2013 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2014 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2015 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2016 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2017 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2018 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2019 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2020 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2021 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2022 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2023 년","1","1.7",
"비뇨생식계통의 질환 (N00-N98)","충청남도","20 - 24세","남자","2024 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","1996 년","2","2.5",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","1998 년","1","1.1",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","1999 년","1","1.1",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2000 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2001 년","2","2.4",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2003 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2004 년","1","1.3",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2005 년","1","1.3",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2006 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2007 년","1","1.2",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2008 년","2","2.5",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2009 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2010 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2011 년","1","1.4",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2012 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2013 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2014 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2015 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2016 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2017 년","1","1.6",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2018 년","1","1.5",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2019 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2020 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2021 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2022 년","1","1.5",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2023 년","0","",
"비뇨생식계통의 질환 (N00-N98)","충청남도","25 - 29세","남자","2024 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","1996 년","1",".9",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","1998 년","5","4.8",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","1999 년","1","1",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2000 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2001 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2003 년","2","2.2",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2004 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2005 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2006 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2007 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2008 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2009 년","1","1.6",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2010 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2011 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2012 년","1","1.6",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2013 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2014 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2015 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2016 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2017 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2018 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2019 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2020 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2021 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2022 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2023 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","20 - 24세","남자","2024 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","1996 년","3","3.3",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","1997 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","1998 년","1","1.1",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","1999 년","1","1.1",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2000 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2001 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2002 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2003 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2004 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2005 년","1","1.4",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2006 년","0","",
"비뇨생식계통의 질환 (N00-N98)","전라북도","25 - 29세","남자","2007 년","1","1.4",
